"event_number","event_number_niskin","ship","cruise","date_time_utc","latitude","longitude","depth","filter_size","replicate","chl","phaeo","iode_quality_flag","fluorometer"
"MVCO_300","MVCO_300_00","","",2012-07-10 14:15:00,41.325,-70.565,0,">0&<10","b",0.711,0.286,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_01","","",2012-07-10 15:57:00,41.325,-70.565,15,">0","a",3.495,1.068,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_01","","",2012-07-10 15:57:00,41.325,-70.565,15,">0","b",3.432,0.968,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_02","","",2012-07-10 15:57:00,41.325,-70.565,10,">0","a",2.688,0.797,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_02","","",2012-07-10 15:57:00,41.325,-70.565,10,">0","b",2.718,0.759,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_03","","",2012-07-10 15:57:00,41.325,-70.565,4,">0","a",1.905,0.43,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_03","","",2012-07-10 15:57:00,41.325,-70.565,4,">0","b",1.819,0.514,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_04","","",2012-07-10 15:57:00,41.325,-70.565,2,">0","a",1.393,0.329,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_04","","",2012-07-10 15:57:00,41.325,-70.565,2,">0","b",1.652,0.433,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_04","","",2012-07-10 15:57:00,41.325,-70.565,2,">0&<10","a",1.321,0.297,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_297","MVCO_297_04","","",2012-07-10 15:57:00,41.325,-70.565,2,">0&<10","b",1.278,0.386,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_01","","",2012-07-10 16:53:00,41.325,-70.5633,15,">0","a",3.112,1.244,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_01","","",2012-07-10 16:53:00,41.325,-70.5633,15,">0","b",3.176,1.007,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_02","","",2012-07-10 16:53:00,41.325,-70.5633,10,">0","a",2.953,0.842,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_02","","",2012-07-10 16:53:00,41.325,-70.5633,10,">0","b",2.951,0.895,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_03","","",2012-07-10 16:53:00,41.325,-70.5633,4,">0","a",1.247,0.327,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_03","","",2012-07-10 16:53:00,41.325,-70.5633,4,">0","b",1.077,0.305,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_04","","",2012-07-10 16:53:00,41.325,-70.5633,2,">0","a",0.936,0.202,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_04","","",2012-07-10 16:53:00,41.325,-70.5633,2,">0","b",0.949,0.229,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_04","","",2012-07-10 16:53:00,41.325,-70.5633,2,">0&<10","a",0.804,0.246,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_298","MVCO_298_04","","",2012-07-10 16:53:00,41.325,-70.5633,2,">0&<10","b",0.843,0.193,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_01","","",2012-07-10 18:45:00,41.325,-70.565,15,">0","a",3.171,0.906,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_01","","",2012-07-10 18:45:00,41.325,-70.565,15,">0","b",3.218,0.972,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_02","","",2012-07-10 18:45:00,41.325,-70.565,10,">0","a",2.848,0.757,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_02","","",2012-07-10 18:45:00,41.325,-70.565,10,">0","b",2.579,0.877,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_03","","",2012-07-10 18:45:00,41.325,-70.565,4,">0","a",1.06,0.248,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_03","","",2012-07-10 18:45:00,41.325,-70.565,4,">0","b",1.02,0.327,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_04","","",2012-07-10 18:45:00,41.325,-70.565,2,">0","a",0.971,0.268,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_04","","",2012-07-10 18:45:00,41.325,-70.565,2,">0","b",0.929,0.358,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_04","","",2012-07-10 18:45:00,41.325,-70.565,2,">0&<10","a",0.869,0.207,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_299","MVCO_299_04","","",2012-07-10 18:45:00,41.325,-70.565,2,">0&<10","b",0.776,0.267,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_01","","",2012-07-10 19:19:00,41.3267,-70.5633,15,">0","a",1.205,0.438,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_01","","",2012-07-10 19:19:00,41.3267,-70.5633,15,">0","b",1.319,0.287,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_02","","",2012-07-10 19:19:00,41.3267,-70.5633,10,">0","a",2.714,0.774,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_02","","",2012-07-10 19:19:00,41.3267,-70.5633,10,">0","b",2.737,0.798,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_03","","",2012-07-10 19:19:00,41.3267,-70.5633,4,">0","a",0.956,0.298,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_03","","",2012-07-10 19:19:00,41.3267,-70.5633,4,">0","b",0.92,0.337,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_04","","",2012-07-10 19:19:00,41.3267,-70.5633,2,">0","a",0.975,0.244,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_04","","",2012-07-10 19:19:00,41.3267,-70.5633,2,">0","b",0.947,0.261,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_04","","",2012-07-10 19:19:00,41.3267,-70.5633,2,">0&<10","a",0.813,0.258,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_301","MVCO_301_04","","",2012-07-10 19:19:00,41.3267,-70.5633,2,">0&<10","b",0.818,0.241,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_302","MVCO_302_00","","",2012-08-20 14:40:00,41.325,-70.565,0,">0","a",1.896,0.481,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_302","MVCO_302_00","","",2012-08-20 14:40:00,41.325,-70.565,0,">0","b",2.579,0.565,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_302","MVCO_302_00","","",2012-08-20 14:40:00,41.325,-70.565,0,">0&<10","a",0.611,0.249,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_302","MVCO_302_00","","",2012-08-20 14:40:00,41.325,-70.565,0,">0&<10","b",0.912,0.343,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_303","MVCO_303_00","","",2012-09-14 17:30:00,41.325,-70.565,0,">0","a",1.483,0.502,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_303","MVCO_303_00","","",2012-09-14 17:30:00,41.325,-70.565,0,">0","b",1.4,0.495,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_303","MVCO_303_00","","",2012-09-14 17:30:00,41.325,-70.565,0,">0&<10","a",0.678,0.39,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_303","MVCO_303_00","","",2012-09-14 17:30:00,41.325,-70.565,0,">0&<10","b",0.685,0.38,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_01","","",2012-10-08 19:30:00,41.325,-70.565,14.5,">0","a",1.639,0.902,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_01","","",2012-10-08 19:30:00,41.325,-70.565,14.5,">0","b",1.504,1.025,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_02","","",2012-10-08 19:30:00,41.325,-70.565,10,">0","a",1.808,0.859,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_02","","",2012-10-08 19:30:00,41.325,-70.565,10,">0","b",2.063,0.888,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_03","","",2012-10-08 19:30:00,41.325,-70.565,6,">0","a",2.249,0.848,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_03","","",2012-10-08 19:30:00,41.325,-70.565,6,">0","b",2.591,0.928,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_04","","",2012-10-08 19:30:00,41.325,-70.565,2,">0","a",2.02,0.615,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_04","","",2012-10-08 19:30:00,41.325,-70.565,2,">0","b",1.935,0.69,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_04","","",2012-10-08 19:30:00,41.325,-70.565,2,">0&<10","a",0.732,0.364,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_04","","",2012-10-08 19:30:00,41.325,-70.565,2,">0&<10","b",1.526,0.524,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_00","","",2012-10-08 19:30:00,41.325,-70.565,0,">0","a",2.209,0.653,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_00","","",2012-10-08 19:30:00,41.325,-70.565,0,">0","b",2.138,0.812,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_00","","",2012-10-08 19:30:00,41.325,-70.565,0,">0&<10","a",0.924,0.426,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_304","MVCO_304_00","","",2012-10-08 19:30:00,41.325,-70.565,0,">0&<10","b",1.504,0.526,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_01","","",2012-11-06 16:13:00,41.325,-70.565,15,">0","a",3.259,1.124,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_01","","",2012-11-06 16:13:00,41.325,-70.565,15,">0","b",3.308,0.928,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_02","","",2012-11-06 16:13:00,41.325,-70.565,10,">0","a",3.255,0.335,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_02","","",2012-11-06 16:13:00,41.325,-70.565,10,">0","b",2.673,0.848,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_03","","",2012-11-06 16:13:00,41.325,-70.565,6,">0","a",3.435,1.173,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_03","","",2012-11-06 16:13:00,41.325,-70.565,6,">0","b",3.405,0.768,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_04","","",2012-11-06 16:13:00,41.325,-70.565,2,">0","a",2.253,0.505,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_04","","",2012-11-06 16:13:00,41.325,-70.565,2,">0","b",1.367,0.332,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_04","","",2012-11-06 16:13:00,41.325,-70.565,2,">0&<10","a",0.674,0.234,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_305","MVCO_305_04","","",2012-11-06 16:13:00,41.325,-70.565,2,">0&<10","b",1.083,0.447,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_01","","",2013-01-11 18:08:00,41.325,-70.565,15.5,">0","a",4.197,1.083,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_01","","",2013-01-11 18:08:00,41.325,-70.565,15.5,">0","b",4.231,0.843,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_02","","",2013-01-11 18:08:00,41.325,-70.565,10,">0","a",3.661,0.854,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_02","","",2013-01-11 18:08:00,41.325,-70.565,10,">0","b",3.601,0.776,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_03","","",2013-01-11 18:08:00,41.325,-70.565,6,">0","a",4.059,0.883,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_03","","",2013-01-11 18:08:00,41.325,-70.565,6,">0","b",4.141,0.488,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_04","","",2013-01-11 18:08:00,41.325,-70.565,2,">0","a",3.732,0.763,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_04","","",2013-01-11 18:08:00,41.325,-70.565,2,">0","b",3.679,0.786,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_04","","",2013-01-11 18:08:00,41.325,-70.565,2,">0&<10","a",0.959,0.385,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_306","MVCO_306_04","","",2013-01-11 18:08:00,41.325,-70.565,2,">0&<10","b",1.052,0.443,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_01","","",2013-02-14 18:09:00,41.325,-70.565,15,">0","a",9.12,0.632,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_01","","",2013-02-14 18:09:00,41.325,-70.565,15,">0","b",9.3,1.796,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_02","","",2013-02-14 18:09:00,41.325,-70.565,10,">0","a",7.727,1.322,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_02","","",2013-02-14 18:09:00,41.325,-70.565,10,">0","b",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_03","","",2013-02-14 18:09:00,41.325,-70.565,6,">0","a",5.898,2.164,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_03","","",2013-02-14 18:09:00,41.325,-70.565,6,">0","b",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_04","","",2013-02-14 18:09:00,41.325,-70.565,2,">0","a",4.986,1.225,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_04","","",2013-02-14 18:09:00,41.325,-70.565,2,">0","b",5.072,0.939,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_04","","",2013-02-14 18:09:00,41.325,-70.565,2,">0&<10","a",0.733,0.665,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_307","MVCO_307_04","","",2013-02-14 18:09:00,41.325,-70.565,2,">0&<10","b",NaN,NaN,4,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_01","","",2013-03-03 21:30:00,41.325,-70.565,15,">0","a",9.574,1.289,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_01","","",2013-03-03 21:30:00,41.325,-70.565,15,">0","b",10.636,0.963,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_02","","",2013-03-03 21:30:00,41.325,-70.565,10,">0","a",8.74,0.914,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_02","","",2013-03-03 21:30:00,41.325,-70.565,10,">0","b",NaN,NaN,9,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_03","","",2013-03-03 21:30:00,41.325,-70.565,6,">0","a",6.856,0.987,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_03","","",2013-03-03 21:30:00,41.325,-70.565,6,">0","b",5.298,0.783,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_04","","",2013-03-03 21:30:00,41.325,-70.565,0,">0","a",8.406,1.028,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_04","","",2013-03-03 21:30:00,41.325,-70.565,0,">0","b",7.55,0.997,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_04","","",2013-03-03 21:30:00,41.325,-70.565,0,">0&<10","a",3.144,0.754,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_308","MVCO_308_04","","",2013-03-03 21:30:00,41.325,-70.565,0,">0&<10","b",4.693,0.805,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_01","","",2013-04-04 14:10:00,41.3243,-70.5657,14.8,">0","a",0.8,0.267,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_01","","",2013-04-04 14:10:00,41.3243,-70.5657,14.8,">0","b",0.843,0.315,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_02","","",2013-04-04 14:10:00,41.3243,-70.5657,10,">0","a",0.765,0.287,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_02","","",2013-04-04 14:10:00,41.3243,-70.5657,10,">0","b",0.74,0.267,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_03","","",2013-04-04 14:10:00,41.3243,-70.5657,6,">0","a",0.757,0.263,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_03","","",2013-04-04 14:10:00,41.3243,-70.5657,6,">0","b",0.787,0.26,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_04","","",2013-04-04 14:10:00,41.3243,-70.5657,3,">0","a",0.677,0.238,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_04","","",2013-04-04 14:10:00,41.3243,-70.5657,3,">0","b",0.687,0.247,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_04","","",2013-04-04 14:10:00,41.3243,-70.5657,3,">0&<10","a",0.295,0.132,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_309","MVCO_309_04","","",2013-04-04 14:10:00,41.3243,-70.5657,3,">0&<10","b",0.385,0.152,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_01","","",2013-04-29 18:30:00,41.3243,-70.5657,15,">0","a",0.901,0.298,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_01","","",2013-04-29 18:30:00,41.3243,-70.5657,15,">0","b",0.676,0.221,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_02","","",2013-04-29 18:30:00,41.3243,-70.5657,10,">0","a",0.759,0.252,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_02","","",2013-04-29 18:30:00,41.3243,-70.5657,10,">0","b",0.712,0.228,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_03","","",2013-04-29 18:30:00,41.3243,-70.5657,6,">0","a",0.735,0.234,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_03","","",2013-04-29 18:30:00,41.3243,-70.5657,6,">0","b",0.659,0.172,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_04","","",2013-04-29 18:30:00,41.3243,-70.5657,2,">0","a",1.004,0.261,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_04","","",2013-04-29 18:30:00,41.3243,-70.5657,2,">0","b",1.098,0.247,3,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_04","","",2013-04-29 18:30:00,41.3243,-70.5657,2,">0&<10","a",0.473,0.127,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_310","MVCO_310_04","","",2013-04-29 18:30:00,41.3243,-70.5657,2,">0&<10","b",0.479,0.152,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_311","MVCO_311_00","","",2013-05-07 20:00:00,41.3243,-70.5657,0,">0","a",0.693,0.255,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_311","MVCO_311_00","","",2013-05-07 20:00:00,41.3243,-70.5657,0,">0","b",0.691,0.264,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_311","MVCO_311_00","","",2013-05-07 20:00:00,41.3243,-70.5657,0,">0&<10","a",0.456,0.207,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_311","MVCO_311_00","","",2013-05-07 20:00:00,41.3243,-70.5657,0,">0&<10","b",0.495,0.217,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_01","","",2013-06-16 16:30:00,41.3243,-70.5657,15,">0","a",2.163,0.91,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_01","","",2013-06-16 16:30:00,41.3243,-70.5657,15,">0","b",2.245,0.851,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_02","","",2013-06-16 16:30:00,41.3243,-70.5657,10,">0","a",2.144,0.967,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_02","","",2013-06-16 16:30:00,41.3243,-70.5657,10,">0","b",2.266,0.892,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_03","","",2013-06-16 16:30:00,41.3243,-70.5657,6,">0","a",2.084,0.749,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_03","","",2013-06-16 16:30:00,41.3243,-70.5657,6,">0","b",2.076,0.766,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_04","","",2013-06-16 16:30:00,41.3243,-70.5657,2,">0","a",1.744,0.612,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_04","","",2013-06-16 16:30:00,41.3243,-70.5657,2,">0","b",1.605,0.534,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_04","","",2013-06-16 16:30:00,41.3243,-70.5657,2,">0&<10","a",1.263,0.429,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_312","MVCO_312_04","","",2013-06-16 16:30:00,41.3243,-70.5657,2,">0&<10","b",1.246,0.485,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_313","MVCO_313_01","","",2013-06-21 16:30:00,41.3243,-70.5657,15,">0","a",1.511,0.586,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_313","MVCO_313_01","","",2013-06-21 16:30:00,41.3243,-70.5657,15,">0","b",1.447,0.515,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
"MVCO_313","MVCO_313_02","","",2013-06-21 16:30:00,41.3243,-70.5657,10,">0","a",1.331,0.443,1,"Turner Designs Aquafluor Handheld Serial Number 800446"
